question_id,db_id,difficulty,question_type,signals
1049,european_football_2,simple,aggregate,aggregate_function:COUNT
1050,european_football_2,simple,retrieval,no_aggregate_keywords
1051,european_football_2,simple,aggregate,aggregate_function:MAX
1052,european_football_2,moderate,aggregate,aggregate_function:COUNT
1053,european_football_2,moderate,retrieval,no_aggregate_keywords
1054,european_football_2,simple,retrieval,no_aggregate_keywords
1055,european_football_2,simple,retrieval,no_aggregate_keywords
1056,european_football_2,simple,retrieval,no_aggregate_keywords
1057,european_football_2,moderate,aggregate,aggregate_function:SUM
1058,european_football_2,challenging,aggregate,aggregate_function:AVG
1059,european_football_2,simple,retrieval,no_aggregate_keywords
1060,european_football_2,simple,aggregate,aggregate_function:COUNT
1061,european_football_2,simple,aggregate,aggregate_function:COUNT
1062,european_football_2,moderate,retrieval,no_aggregate_keywords
1063,european_football_2,simple,retrieval,no_aggregate_keywords
1064,european_football_2,simple,retrieval,no_aggregate_keywords
1065,european_football_2,simple,retrieval,no_aggregate_keywords
1066,european_football_2,simple,retrieval,no_aggregate_keywords
1067,european_football_2,moderate,retrieval,no_aggregate_keywords
1068,european_football_2,moderate,aggregate,aggregate_function:SUM
1069,european_football_2,simple,retrieval,no_aggregate_keywords
1070,european_football_2,simple,retrieval,no_aggregate_keywords
1071,european_football_2,challenging,retrieval,no_aggregate_keywords
1072,european_football_2,simple,aggregate,aggregate_function:SUM
1073,european_football_2,moderate,aggregate,aggregate_function:COUNT
1074,european_football_2,simple,retrieval,no_aggregate_keywords
1075,european_football_2,moderate,retrieval,no_aggregate_keywords
1076,european_football_2,challenging,aggregate,aggregate_function:SUM
1077,european_football_2,simple,retrieval,no_aggregate_keywords
1078,european_football_2,simple,retrieval,no_aggregate_keywords
1079,european_football_2,simple,retrieval,no_aggregate_keywords
1080,european_football_2,moderate,aggregate,aggregate_function:COUNT
1081,european_football_2,simple,retrieval,no_aggregate_keywords
1082,european_football_2,simple,retrieval,no_aggregate_keywords
1083,european_football_2,simple,retrieval,no_aggregate_keywords
1084,european_football_2,challenging,aggregate,aggregate_function:COUNT
1085,european_football_2,moderate,retrieval,no_aggregate_keywords
1086,european_football_2,simple,retrieval,no_aggregate_keywords
1087,european_football_2,simple,aggregate,aggregate_function:COUNT
1088,european_football_2,moderate,retrieval,no_aggregate_keywords
1089,european_football_2,simple,aggregate,aggregate_function:COUNT
1090,european_football_2,simple,retrieval,no_aggregate_keywords
1091,european_football_2,moderate,aggregate,aggregate_function:COUNT
1092,european_football_2,simple,aggregate,aggregate_function:COUNT|group_by|having
1093,european_football_2,moderate,aggregate,aggregate_function:SUM
1094,european_football_2,challenging,aggregate,aggregate_function:SUM
1095,european_football_2,moderate,aggregate,aggregate_function:SUM
1096,european_football_2,moderate,aggregate,aggregate_function:SUM
1097,european_football_2,simple,aggregate,aggregate_function:SUM
1098,european_football_2,moderate,retrieval,no_aggregate_keywords
1099,european_football_2,simple,retrieval,no_aggregate_keywords
1100,european_football_2,simple,aggregate,aggregate_function:MAX
1101,european_football_2,moderate,aggregate,aggregate_function:SUM
1102,european_football_2,moderate,retrieval,no_aggregate_keywords
1103,european_football_2,moderate,retrieval,no_aggregate_keywords
1104,european_football_2,moderate,retrieval,no_aggregate_keywords
1105,european_football_2,moderate,retrieval,no_aggregate_keywords
1106,european_football_2,moderate,retrieval,no_aggregate_keywords
1107,european_football_2,moderate,retrieval,no_aggregate_keywords
1108,european_football_2,moderate,retrieval,no_aggregate_keywords
1109,european_football_2,moderate,retrieval,no_aggregate_keywords
1110,european_football_2,moderate,retrieval,no_aggregate_keywords
1111,european_football_2,moderate,retrieval,no_aggregate_keywords
1112,european_football_2,moderate,retrieval,no_aggregate_keywords
1113,european_football_2,moderate,retrieval,no_aggregate_keywords
1114,european_football_2,challenging,aggregate,aggregate_function:SUM
1115,european_football_2,challenging,aggregate,aggregate_function:SUM
1116,european_football_2,simple,retrieval,no_aggregate_keywords
1117,european_football_2,simple,retrieval,no_aggregate_keywords
1118,european_football_2,simple,retrieval,no_aggregate_keywords
1119,european_football_2,simple,aggregate,aggregate_function:SUM
1120,european_football_2,moderate,aggregate,aggregate_function:SUM
1121,european_football_2,moderate,aggregate,aggregate_function:SUM
1122,european_football_2,simple,aggregate,aggregate_function:MAX
1123,european_football_2,simple,retrieval,no_aggregate_keywords
1124,european_football_2,moderate,retrieval,no_aggregate_keywords
1125,european_football_2,moderate,retrieval,no_aggregate_keywords
1126,european_football_2,simple,retrieval,no_aggregate_keywords
1127,european_football_2,moderate,retrieval,no_aggregate_keywords
1128,european_football_2,simple,aggregate,aggregate_function:AVG|group_by
1129,european_football_2,simple,retrieval,no_aggregate_keywords
1130,european_football_2,moderate,retrieval,no_aggregate_keywords
1131,european_football_2,simple,aggregate,aggregate_function:SUM
1132,european_football_2,simple,retrieval,no_aggregate_keywords
1133,european_football_2,simple,aggregate,aggregate_function:COUNT
1134,european_football_2,simple,aggregate,aggregate_function:SUM
1135,european_football_2,moderate,retrieval,no_aggregate_keywords
1136,european_football_2,moderate,aggregate,aggregate_function:COUNT
1137,european_football_2,simple,aggregate,aggregate_function:COUNT
1138,european_football_2,simple,retrieval,no_aggregate_keywords
1139,european_football_2,challenging,retrieval,no_aggregate_keywords
1140,european_football_2,simple,retrieval,no_aggregate_keywords
1141,european_football_2,moderate,retrieval,no_aggregate_keywords
1142,european_football_2,simple,aggregate,aggregate_function:COUNT
1143,european_football_2,simple,aggregate,aggregate_function:MAX
1144,european_football_2,simple,retrieval,no_aggregate_keywords
1145,european_football_2,simple,aggregate,aggregate_function:COUNT|group_by
1146,european_football_2,moderate,retrieval,no_aggregate_keywords
1147,european_football_2,simple,aggregate,aggregate_function:MAX
1148,european_football_2,moderate,aggregate,aggregate_function:COUNT
1149,thrombosis_prediction,moderate,aggregate,aggregate_function:SUM
1150,thrombosis_prediction,moderate,aggregate,aggregate_function:SUM
1151,thrombosis_prediction,moderate,aggregate,aggregate_function:SUM
1152,thrombosis_prediction,moderate,aggregate,aggregate_function:SUM
1153,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1154,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1155,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1156,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1157,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1158,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1159,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1160,thrombosis_prediction,moderate,aggregate,aggregate_function:SUM
1161,thrombosis_prediction,challenging,aggregate,aggregate_function:AVG
1162,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1163,thrombosis_prediction,simple,aggregate,aggregate_function:MIN
1164,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1165,thrombosis_prediction,moderate,aggregate,aggregate_function:MAX
1166,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1167,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1168,thrombosis_prediction,challenging,retrieval,no_aggregate_keywords
1169,thrombosis_prediction,challenging,aggregate,aggregate_function:SUM
1170,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1171,thrombosis_prediction,challenging,aggregate,aggregate_function:COUNT
1172,thrombosis_prediction,simple,aggregate,aggregate_function:COUNT
1173,thrombosis_prediction,challenging,aggregate,aggregate_function:COUNT|group_by
1174,thrombosis_prediction,moderate,aggregate,aggregate_function:AVG
1175,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1176,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1177,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1178,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1179,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1180,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1181,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1182,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1183,thrombosis_prediction,challenging,retrieval,no_aggregate_keywords
1184,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1185,thrombosis_prediction,challenging,aggregate,aggregate_function:SUM
1186,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1187,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1188,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1189,thrombosis_prediction,challenging,aggregate,aggregate_function:COUNT
1190,thrombosis_prediction,challenging,aggregate,aggregate_function:SUM
1191,thrombosis_prediction,challenging,aggregate,aggregate_function:SUM
1192,thrombosis_prediction,challenging,retrieval,no_aggregate_keywords
1193,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1194,thrombosis_prediction,challenging,retrieval,no_aggregate_keywords
1195,thrombosis_prediction,moderate,aggregate,aggregate_function:AVG
1196,thrombosis_prediction,simple,aggregate,aggregate_function:COUNT|group_by
1197,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1198,thrombosis_prediction,simple,aggregate,aggregate_function:COUNT
1199,thrombosis_prediction,simple,aggregate,aggregate_function:COUNT
1200,thrombosis_prediction,moderate,aggregate,aggregate_function:SUM
1201,thrombosis_prediction,moderate,aggregate,aggregate_function:SUM
1202,thrombosis_prediction,challenging,aggregate,aggregate_function:COUNT
1203,thrombosis_prediction,simple,aggregate,aggregate_function:COUNT
1204,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1205,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1206,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1207,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1208,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1209,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1210,thrombosis_prediction,simple,aggregate,aggregate_function:AVG
1211,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1212,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1213,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1214,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1215,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1216,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1217,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1218,thrombosis_prediction,moderate,aggregate,aggregate_function:SUM
1219,thrombosis_prediction,moderate,aggregate,aggregate_function:AVG
1220,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1221,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1222,thrombosis_prediction,simple,aggregate,aggregate_function:COUNT
1223,thrombosis_prediction,challenging,aggregate,aggregate_function:SUM
1224,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1225,thrombosis_prediction,moderate,aggregate,group_by
1226,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1227,thrombosis_prediction,moderate,aggregate,aggregate_function:AVG
1228,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1229,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1230,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1231,thrombosis_prediction,challenging,aggregate,aggregate_function:COUNT
1232,thrombosis_prediction,challenging,retrieval,no_aggregate_keywords
1233,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1234,thrombosis_prediction,moderate,aggregate,group_by
1235,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1236,thrombosis_prediction,challenging,retrieval,no_aggregate_keywords
1237,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1238,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1239,thrombosis_prediction,challenging,aggregate,aggregate_function:COUNT|group_by|having
1240,thrombosis_prediction,moderate,aggregate,aggregate_function:AVG
1241,thrombosis_prediction,challenging,aggregate,aggregate_function:SUM
1242,thrombosis_prediction,challenging,retrieval,no_aggregate_keywords
1243,thrombosis_prediction,challenging,aggregate,aggregate_function:SUM
1244,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1245,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1246,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1247,thrombosis_prediction,challenging,aggregate,aggregate_function:COUNT
1248,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1249,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1250,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1251,thrombosis_prediction,simple,aggregate,aggregate_function:COUNT
1252,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1253,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1254,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1255,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT|group_by
1256,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1257,thrombosis_prediction,challenging,aggregate,aggregate_function:COUNT
1258,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1259,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1260,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1261,thrombosis_prediction,simple,aggregate,aggregate_function:COUNT
1262,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1263,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1264,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1265,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1266,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1267,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1268,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1269,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1270,thrombosis_prediction,challenging,aggregate,aggregate_function:COUNT
1271,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1272,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1273,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1274,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1275,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1276,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1277,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1278,thrombosis_prediction,simple,aggregate,aggregate_function:COUNT
1279,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1280,thrombosis_prediction,simple,aggregate,aggregate_function:COUNT
1281,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1282,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1283,thrombosis_prediction,simple,aggregate,aggregate_function:COUNT
1284,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1285,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1286,thrombosis_prediction,simple,aggregate,aggregate_function:COUNT
1287,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1288,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1289,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1290,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1291,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1292,thrombosis_prediction,challenging,retrieval,no_aggregate_keywords
1293,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1294,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1295,thrombosis_prediction,challenging,aggregate,aggregate_function:COUNT
1296,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1297,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1298,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1299,thrombosis_prediction,simple,aggregate,aggregate_function:COUNT
1300,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1301,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1302,thrombosis_prediction,challenging,aggregate,aggregate_function:COUNT
1303,thrombosis_prediction,simple,retrieval,no_aggregate_keywords
1304,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1305,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1306,thrombosis_prediction,simple,aggregate,aggregate_function:COUNT
1307,thrombosis_prediction,challenging,retrieval,no_aggregate_keywords
1308,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1309,thrombosis_prediction,moderate,retrieval,no_aggregate_keywords
1310,thrombosis_prediction,simple,aggregate,aggregate_function:AVG
1311,thrombosis_prediction,moderate,aggregate,aggregate_function:COUNT
1312,student_club,simple,retrieval,no_aggregate_keywords
1313,student_club,simple,aggregate,aggregate_function:COUNT
1314,student_club,simple,retrieval,no_aggregate_keywords
1315,student_club,simple,aggregate,aggregate_function:COUNT
1316,student_club,moderate,retrieval,no_aggregate_keywords
1317,student_club,moderate,aggregate,aggregate_function:COUNT
1318,student_club,simple,aggregate,aggregate_function:COUNT|group_by
1319,student_club,simple,retrieval,no_aggregate_keywords
1320,student_club,simple,retrieval,no_aggregate_keywords
1321,student_club,moderate,aggregate,aggregate_function:COUNT
1322,student_club,moderate,aggregate,aggregate_function:COUNT|group_by|having
1323,student_club,moderate,aggregate,aggregate_function:COUNT|group_by|having
1324,student_club,moderate,aggregate,aggregate_function:COUNT
1325,student_club,simple,retrieval,no_aggregate_keywords
1326,student_club,simple,aggregate,aggregate_function:COUNT
1327,student_club,moderate,retrieval,no_aggregate_keywords
1328,student_club,simple,retrieval,no_aggregate_keywords
1329,student_club,simple,retrieval,no_aggregate_keywords
1330,student_club,simple,retrieval,no_aggregate_keywords
1331,student_club,simple,retrieval,no_aggregate_keywords
1332,student_club,moderate,retrieval,no_aggregate_keywords
1333,student_club,simple,retrieval,no_aggregate_keywords
1334,student_club,simple,retrieval,no_aggregate_keywords
1335,student_club,moderate,retrieval,no_aggregate_keywords
1336,student_club,simple,retrieval,no_aggregate_keywords
1337,student_club,simple,aggregate,aggregate_function:SUM
1338,student_club,moderate,retrieval,no_aggregate_keywords
1339,student_club,challenging,aggregate,aggregate_function:AVG
1340,student_club,moderate,aggregate,aggregate_function:SUM
1341,student_club,simple,retrieval,no_aggregate_keywords
1342,student_club,simple,retrieval,no_aggregate_keywords
1343,student_club,simple,aggregate,aggregate_function:MAX
1344,student_club,simple,retrieval,no_aggregate_keywords
1345,student_club,simple,aggregate,aggregate_function:COUNT
1346,student_club,simple,retrieval,no_aggregate_keywords
1347,student_club,simple,retrieval,no_aggregate_keywords
1348,student_club,simple,aggregate,aggregate_function:COUNT
1349,student_club,simple,aggregate,aggregate_function:SUM
1350,student_club,moderate,retrieval,no_aggregate_keywords
1351,student_club,simple,retrieval,no_aggregate_keywords
1352,student_club,moderate,aggregate,aggregate_function:COUNT
1353,student_club,simple,retrieval,no_aggregate_keywords
1354,student_club,simple,retrieval,no_aggregate_keywords
1355,student_club,simple,retrieval,no_aggregate_keywords
1356,student_club,simple,retrieval,no_aggregate_keywords
1357,student_club,simple,retrieval,no_aggregate_keywords
1358,student_club,simple,retrieval,no_aggregate_keywords
1359,student_club,challenging,aggregate,aggregate_function:SUM
1360,student_club,moderate,aggregate,aggregate_function:SUM
1361,student_club,simple,aggregate,aggregate_function:SUM
1362,student_club,simple,aggregate,aggregate_function:COUNT
1363,student_club,simple,retrieval,no_aggregate_keywords
1364,student_club,simple,retrieval,no_aggregate_keywords
1365,student_club,simple,retrieval,no_aggregate_keywords
1366,student_club,simple,retrieval,no_aggregate_keywords
1367,student_club,simple,aggregate,aggregate_function:COUNT|group_by
1368,student_club,simple,retrieval,no_aggregate_keywords
1369,student_club,simple,retrieval,no_aggregate_keywords
1370,student_club,simple,retrieval,no_aggregate_keywords
1371,student_club,simple,aggregate,aggregate_function:COUNT
1372,student_club,simple,retrieval,no_aggregate_keywords
1373,student_club,simple,aggregate,aggregate_function:COUNT
1374,student_club,simple,aggregate,aggregate_function:COUNT
1375,student_club,moderate,retrieval,no_aggregate_keywords
1376,student_club,moderate,retrieval,no_aggregate_keywords
1377,student_club,simple,aggregate,aggregate_function:COUNT
1378,student_club,simple,aggregate,aggregate_function:MAX
1379,student_club,simple,aggregate,aggregate_function:COUNT
1380,student_club,simple,aggregate,aggregate_function:SUM
1381,student_club,moderate,aggregate,aggregate_function:COUNT|group_by|having
1382,student_club,moderate,retrieval,no_aggregate_keywords
1383,student_club,simple,retrieval,no_aggregate_keywords
1384,student_club,simple,retrieval,no_aggregate_keywords
1385,student_club,simple,retrieval,no_aggregate_keywords
1386,student_club,simple,aggregate,aggregate_function:SUM
1387,student_club,moderate,retrieval,no_aggregate_keywords
1388,student_club,moderate,aggregate,aggregate_function:SUM|group_by
1389,student_club,simple,retrieval,no_aggregate_keywords
1390,student_club,moderate,aggregate,aggregate_function:SUM
1391,student_club,simple,aggregate,aggregate_function:SUM
1392,student_club,simple,retrieval,no_aggregate_keywords
1393,student_club,simple,retrieval,no_aggregate_keywords
1394,student_club,simple,aggregate,aggregate_function:COUNT
1395,student_club,moderate,aggregate,aggregate_function:COUNT
1396,student_club,simple,aggregate,aggregate_function:COUNT
1397,student_club,simple,aggregate,aggregate_function:SUM
1398,student_club,moderate,retrieval,no_aggregate_keywords
1399,student_club,moderate,retrieval,no_aggregate_keywords
1400,student_club,moderate,aggregate,aggregate_function:SUM
1401,student_club,moderate,retrieval,no_aggregate_keywords
1402,student_club,simple,aggregate,aggregate_function:COUNT|group_by
1403,student_club,moderate,retrieval,no_aggregate_keywords
1404,student_club,moderate,aggregate,aggregate_function:SUM
1405,student_club,moderate,aggregate,aggregate_function:SUM|group_by
1406,student_club,simple,aggregate,aggregate_function:MAX
1407,student_club,simple,retrieval,no_aggregate_keywords
1408,student_club,simple,aggregate,aggregate_function:SUM
1409,student_club,simple,aggregate,aggregate_function:SUM
1410,student_club,simple,aggregate,aggregate_function:SUM
1411,student_club,simple,retrieval,no_aggregate_keywords
1412,student_club,simple,retrieval,no_aggregate_keywords
1413,student_club,simple,retrieval,no_aggregate_keywords
1414,student_club,simple,retrieval,no_aggregate_keywords
1415,student_club,simple,retrieval,no_aggregate_keywords
1416,student_club,simple,aggregate,aggregate_function:COUNT
1417,student_club,simple,retrieval,no_aggregate_keywords
1418,student_club,simple,retrieval,no_aggregate_keywords
1419,student_club,simple,retrieval,no_aggregate_keywords
1420,student_club,simple,retrieval,no_aggregate_keywords
1421,student_club,moderate,aggregate,aggregate_function:SUM
1422,student_club,simple,retrieval,no_aggregate_keywords
1423,student_club,simple,aggregate,aggregate_function:COUNT
1424,student_club,simple,aggregate,aggregate_function:COUNT
1425,student_club,simple,aggregate,aggregate_function:COUNT
1426,student_club,moderate,retrieval,no_aggregate_keywords
1427,student_club,moderate,retrieval,no_aggregate_keywords
1428,student_club,moderate,retrieval,no_aggregate_keywords
1429,student_club,challenging,retrieval,no_aggregate_keywords
1430,student_club,moderate,retrieval,no_aggregate_keywords
1431,student_club,moderate,retrieval,no_aggregate_keywords
1432,student_club,moderate,aggregate,aggregate_function:SUM
1433,student_club,simple,retrieval,no_aggregate_keywords
1434,student_club,simple,retrieval,no_aggregate_keywords
1435,student_club,moderate,retrieval,no_aggregate_keywords
1436,student_club,simple,retrieval,no_aggregate_keywords
1437,student_club,challenging,retrieval,no_aggregate_keywords
1438,student_club,simple,retrieval,no_aggregate_keywords
1439,student_club,moderate,retrieval,no_aggregate_keywords
1440,student_club,moderate,retrieval,no_aggregate_keywords
1441,student_club,moderate,aggregate,aggregate_function:COUNT
1442,student_club,simple,aggregate,aggregate_function:SUM
1443,student_club,simple,retrieval,no_aggregate_keywords
1444,student_club,simple,aggregate,aggregate_function:AVG|group_by|having
1445,student_club,simple,retrieval,no_aggregate_keywords
1446,student_club,simple,aggregate,aggregate_function:SUM
1447,student_club,simple,retrieval,no_aggregate_keywords
1448,student_club,challenging,retrieval,no_aggregate_keywords
1449,student_club,moderate,retrieval,no_aggregate_keywords
1450,student_club,simple,retrieval,no_aggregate_keywords
1451,student_club,challenging,aggregate,aggregate_function:COUNT|group_by|having
1452,student_club,moderate,aggregate,aggregate_function:AVG
1453,student_club,moderate,aggregate,aggregate_function:AVG
1454,student_club,moderate,aggregate,aggregate_function:SUM
1455,student_club,moderate,retrieval,no_aggregate_keywords
1456,student_club,moderate,retrieval,no_aggregate_keywords
1457,student_club,challenging,aggregate,aggregate_function:AVG
1458,student_club,moderate,aggregate,aggregate_function:SUM
1459,student_club,simple,retrieval,no_aggregate_keywords
1460,student_club,challenging,retrieval,no_aggregate_keywords
1461,student_club,simple,retrieval,no_aggregate_keywords
1462,student_club,simple,retrieval,no_aggregate_keywords
1463,student_club,simple,retrieval,no_aggregate_keywords
1464,student_club,challenging,retrieval,no_aggregate_keywords
1465,student_club,simple,retrieval,no_aggregate_keywords
1466,student_club,simple,retrieval,no_aggregate_keywords
1467,student_club,simple,aggregate,aggregate_function:SUM|group_by
1468,student_club,simple,retrieval,no_aggregate_keywords
1469,student_club,moderate,retrieval,no_aggregate_keywords
1470,debit_card_specializing,simple,aggregate,aggregate_function:COUNT
1471,debit_card_specializing,simple,aggregate,aggregate_function:SUM
1472,debit_card_specializing,moderate,aggregate,aggregate_function:SUM|group_by
1473,debit_card_specializing,moderate,aggregate,aggregate_function:AVG
1474,debit_card_specializing,moderate,aggregate,aggregate_function:SUM|group_by
1475,debit_card_specializing,moderate,aggregate,aggregate_function:COUNT|group_by|having
1476,debit_card_specializing,challenging,aggregate,aggregate_function:SUM
1477,debit_card_specializing,simple,aggregate,aggregate_function:SUM|group_by
1478,debit_card_specializing,simple,aggregate,aggregate_function:SUM|group_by
1479,debit_card_specializing,moderate,aggregate,aggregate_function:SUM|group_by
1480,debit_card_specializing,moderate,aggregate,aggregate_function:SUM|group_by
1481,debit_card_specializing,challenging,aggregate,aggregate_function:SUM
1482,debit_card_specializing,challenging,aggregate,aggregate_function:SUM
1483,debit_card_specializing,simple,aggregate,aggregate_function:SUM
1484,debit_card_specializing,simple,aggregate,aggregate_function:SUM
1485,debit_card_specializing,simple,aggregate,aggregate_function:SUM
1486,debit_card_specializing,simple,aggregate,aggregate_function:SUM
1487,debit_card_specializing,moderate,aggregate,aggregate_function:SUM|group_by
1488,debit_card_specializing,simple,aggregate,aggregate_function:SUM|group_by
1489,debit_card_specializing,simple,aggregate,aggregate_function:SUM
1490,debit_card_specializing,moderate,aggregate,aggregate_function:SUM
1491,debit_card_specializing,simple,aggregate,aggregate_function:COUNT|group_by
1492,debit_card_specializing,simple,aggregate,aggregate_function:SUM
1493,debit_card_specializing,simple,aggregate,aggregate_function:SUM
1494,debit_card_specializing,simple,aggregate,aggregate_function:SUM
1495,debit_card_specializing,simple,aggregate,aggregate_function:SUM|group_by
1496,debit_card_specializing,simple,aggregate,aggregate_function:SUM|group_by
1497,debit_card_specializing,simple,aggregate,aggregate_function:SUM|group_by
1498,debit_card_specializing,simple,aggregate,aggregate_function:SUM|group_by
1499,debit_card_specializing,simple,aggregate,aggregate_function:SUM|group_by
1500,debit_card_specializing,simple,retrieval,no_aggregate_keywords
1501,debit_card_specializing,moderate,retrieval,no_aggregate_keywords
1502,debit_card_specializing,simple,retrieval,no_aggregate_keywords
1503,debit_card_specializing,simple,retrieval,no_aggregate_keywords
1504,debit_card_specializing,simple,aggregate,aggregate_function:AVG
1505,debit_card_specializing,simple,aggregate,aggregate_function:COUNT
1506,debit_card_specializing,moderate,retrieval,no_aggregate_keywords
1507,debit_card_specializing,simple,retrieval,no_aggregate_keywords
1508,debit_card_specializing,simple,aggregate,aggregate_function:COUNT
1509,debit_card_specializing,moderate,aggregate,aggregate_function:COUNT
1510,debit_card_specializing,simple,aggregate,aggregate_function:AVG
1511,debit_card_specializing,simple,aggregate,aggregate_function:AVG
1512,debit_card_specializing,simple,aggregate,aggregate_function:SUM|group_by
1513,debit_card_specializing,simple,retrieval,no_aggregate_keywords
